price,bedrooms,bathrooms,sqft_living,sqft_above
975000,4,2.25,2290,2120
800866,5,2.5,3180,3180
950000,7,3.5,3470,3470
624000,4,3,1540,1540
1.85E+06,5,2.25,2800,2800
310000,3,1,1050,1050
315000,3,1.75,1480,1480
675000,3,2,1010,1010
490000,3,1.75,1660,1660
600000,5,2.25,2760,1380
154000,2,1,1040,1040
480000,4,1.75,2220,2220
196900,3,1,1270,1270
735000,3,3.25,2960,2960
205500,3,2,1330,1330
357186,2,1.75,1210,1210
275000,4,2.5,2120,2120
248500,3,1.75,2090,2090
350000,3,2.5,2680,2680
390000,4,2.75,1790,1220
390000,3,2.75,1950,1250
660000,5,2.25,3740,3740
310000,3,1.75,1140,1140
717000,3,2.5,2480,2480
260000,5,2.5,2580,1410
745000,3,2,2290,1490
470000,4,2.5,2320,1320
429000,3,2.5,2530,2530
220000,4,2,1400,1400
497000,3,3,2060,1400
716100,3,1,1640,1640
371000,4,1,1960,1960
379000,5,2.75,3000,1500
937500,3,1,1320,1320
720000,4,2,1760,1760
616000,3,3.25,2130,1420
259000,3,2,1390,1390
538000,3,1.75,1400,1100
605000,3,2.75,3230,3230
369950,3,1,1110,1110
310000,3,2.5,1670,1670
227500,3,1,1540,1540
274000,4,2.25,2090,1670
410000,3,2,1410,1410
354800,3,2,1370,1370
650000,4,2.25,1910,1300
353000,3,2,1678,1678
224975,3,1,960,960
600000,2,1.75,2080,2080
437500,3,2.25,1790,1340
567000,3,2.5,2540,2540
225000,5,1.5,1790,1790
255000,2,1,940,940
2.48E+06,5,3.75,6810,6110
370000,2,1,900,900
675000,4,1.75,1900,1140
285000,3,1,1440,1040
310000,3,1.75,2070,1420
475000,4,2.5,2240,1140
410000,4,2.5,3320,3320
895000,4,2.25,1950,1330
375000,3,1.5,1240,790
349000,4,2.5,1830,1830
650500,3,1.75,1740,1740
760000,3,1.75,1410,1410
480000,4,2.75,2050,1180
689000,4,2.75,3220,3220
415000,3,1.75,1960,980
195000,3,1.75,1070,1070
318000,5,2.5,2820,1410
404000,4,3,4060,2030
339950,2,1,800,800
215000,3,1,1260,1260
339900,3,2.5,2420,2420
285000,1,1.5,810,810
550000,3,1,1600,1110
430000,4,1,1350,1350
219000,3,1,970,970
555000,2,1.5,1780,1080
233000,3,2,1350,1350
248000,3,1.75,1840,1270
454000,5,2.25,2550,1580
950000,4,2.5,1700,1700
359000,3,2.5,2430,1730
407500,5,2,2740,2210
224000,3,1.5,1560,1040
210000,2,1,1040,1040
261000,4,1.75,1820,1820
719000,3,3,1833,1833
440000,3,2.5,2160,2160
525000,3,2.75,2100,1510
375000,3,1.5,1370,1370
428000,2,2.5,1414,1414
988830,5,3.25,4115,4115
199950,3,1.75,1550,1550
840000,4,2.25,2100,1750
285000,3,1.75,1160,1160
330000,5,2.5,3597,3597
147500,3,1.5,1230,1230
320000,4,2.5,2190,2190
382500,3,1.75,1040,1040
2.05E+06,5,4,4690,3040
596000,4,2.25,2270,1720
220000,4,2.25,1950,1950
325000,3,2.5,1880,1880
679950,4,2.5,2850,2850
175000,2,1,1160,1160
268000,3,1.75,1370,1370
715000,4,3.5,3260,3260
600000,7,2.25,3170,3170
228000,0,1,390,390
950000,5,2.5,3450,3450
475000,2,1.75,1490,1490
700000,3,1.5,1460,1460
275000,3,1.75,1300,1300
369500,3,1.75,1300,1300
215000,4,2,1540,1040
593450,4,2.25,2130,2130
498800,2,1.75,1350,1350
849000,5,3.25,2450,1770
1.15E+06,4,2.5,1940,1940
825000,5,2.5,2890,2890
265000,3,1.75,1680,1340
285000,4,2.25,1960,1220
240000,3,1.75,1590,1190
261000,4,1,1390,1390
330000,4,1.75,2440,1610
250000,4,2,1850,1540
350000,4,2.5,2800,2800
930000,3,2.5,3780,3780
275000,3,2,1910,1000
325000,4,2.25,2460,1230
255000,1,1,810,590
562200,3,1.5,1900,1500
952000,2,1.75,3490,2320
365000,3,2.5,2200,1570
332900,3,1.5,1190,1190
721000,3,2.25,2040,2040
487275,4,2.5,2400,2400
310000,3,2.5,1670,1670
245000,2,1,990,990
325000,3,1.75,2920,2920
550000,3,1.75,1840,1840
350000,2,1,910,910
599000,5,2.5,2950,2950
259950,3,1.5,1240,1240
240000,4,2.5,1980,1980
186000,3,1,1200,1200
395000,3,1.5,1280,1280
475000,4,2.5,3150,3150
815000,5,3.5,3500,3500
572000,3,1.5,1680,1680
419500,3,2.5,1360,1360
298700,3,2.25,2110,1530
549000,2,1,2034,1159
278000,3,1.5,1900,1120
455000,4,2,2380,1470
925000,5,3.5,4050,2230
465000,2,1.5,1120,1120
620000,4,4,2850,2120
499900,4,2.25,2360,1640
620000,5,3,2540,1270
450000,3,1.75,1160,1040
690000,4,3.5,2710,2220
1.90E+06,5,2.25,3120,3120
1.94E+06,5,2.25,3120,3120
832500,3,2,1870,1870
245000,3,1,1010,1010
820000,3,2.5,2980,2980
369000,4,2.75,2420,2420
1.05E+06,4,3.25,3830,3830
653000,3,3,3040,3040
220650,2,1.75,1460,1460
300000,5,3,1940,1200
970000,4,3.5,3780,3780
360000,4,2.5,1950,1950
672500,3,2.5,2450,2450
268000,4,1.5,1730,1730
440000,4,1.5,1690,1690
1.40E+06,3,2.5,2550,2550
590000,4,2.5,2290,2290
359000,4,2.25,2710,1850
266500,4,1.75,1880,1180
635000,4,2.5,2930,2930
559000,3,2.5,3110,3110
895000,4,2.5,3480,3480
625000,2,1.5,1110,1110
650000,4,2.25,2440,1880
312500,4,1.75,2280,1280
225000,3,1,900,790
425000,4,1.75,1980,1330
329999,3,2.75,3360,1820
572000,5,2.25,2340,2340
386500,4,2.5,3110,3110
452000,2,1,980,980
278000,4,2,1480,1480
474900,3,2.25,1800,1800
450000,2,1.75,2130,1500
611000,2,1,1270,1100
214100,2,2.5,1150,1150
317000,3,2.5,1840,1840
1.00E+06,4,3.5,3180,2060
1.00E+06,5,2.75,1510,1510
525000,4,2.5,3070,3070
436000,3,2.25,1800,1800
450000,3,1.75,1540,1540
588500,3,1.75,2330,1970
340000,4,1.75,1400,1400
482000,4,2.5,2846,1976
1.58E+06,4,3.5,5830,5830
749000,3,2.5,3380,3380
330000,3,1.5,1440,1440
568000,3,2.5,1740,1740
239000,3,1.75,1470,1470
528000,3,2.5,2810,2810
385000,4,3,2090,1350
825000,4,3.25,4110,2570
815000,5,3.25,3230,2350
625000,4,2.5,2601,2601
690000,3,1.75,2070,1340
210000,3,1,1660,1270
599000,4,1,1590,1590
860000,3,1.75,1860,1310
147200,3,1,1420,1420
476900,3,1,1240,960
450000,4,2.5,2500,1590
570000,4,2.5,2640,2640
567500,3,1,1440,1440
790000,5,3.25,3030,2130
875000,3,1.5,1820,1820
490000,3,2,2220,1640
335000,3,1.75,2430,1410
550000,3,1.75,1670,1670
385000,3,1.75,1180,940
395000,3,1.75,1620,1210
650000,2,1,1030,1030
637000,4,2.75,2900,2900
692500,3,2.25,3420,1710
322400,3,1.75,1710,1710
233500,3,1.5,1580,1580
400000,3,2,1230,990
547000,5,2.5,2200,1420
519000,5,2.25,2570,1470
1.03E+06,4,3.5,3320,2040
365000,3,1,1090,1090
699000,5,2.75,2970,2970
525000,3,1.75,1970,1970
430000,4,3,3220,2450
325000,3,1,1600,1600
279000,2,1,670,670
805000,4,1.75,2360,1660
419950,3,3,2150,1540
425000,2,1,620,620
446000,4,1.75,1730,1730
455000,5,2,2500,1040
226550,3,1,990,990
764000,3,2,1420,1420
439950,3,2.25,2170,2170
453000,4,2,1880,1880
219950,3,1,1300,1300
702500,3,1.5,2360,1930
285000,3,1.5,1780,1780
798750,2,2.25,2160,2160
320000,2,1,950,950
425000,3,1.75,1680,1680
540000,4,2.5,2290,2290
1.06E+06,4,5.25,4140,4140
1.17E+06,4,3.75,3920,3920
576000,3,1.75,1500,1500
525000,3,1.75,1720,1140
324950,4,2.5,2641,2641
600000,3,2.5,4930,3930
464000,3,2.5,2460,1520
266000,4,2.25,1995,1995
775000,3,2.5,3010,3010
415000,3,1.75,1270,1270
550000,4,2.75,3080,3080
235000,3,2.25,1670,1670
280000,3,2,1470,1470
459000,3,1.75,1730,1260
195000,3,1,1070,1070
235000,3,1.5,1660,1080
711800,4,2.25,2410,2410
440000,3,2.5,1040,1040
515000,2,1,970,970
1.20E+06,5,2.75,2910,2910
560000,3,1.75,2340,2340
340000,3,1.75,1880,1330
600000,2,1,1110,970
764000,4,2.5,2790,2790
337000,4,2,1590,1590
1.39E+06,6,2.75,5700,2850
249000,4,1,1200,1060
350000,3,3,3200,2360
269950,3,2.25,1510,1150
735000,3,1.75,1880,1880
1.30E+06,4,2.5,3070,2070
475000,4,2.25,2110,2110
339000,3,2,2350,2350
600000,4,3.5,3270,1660
397500,4,1.75,2220,1320
1.53E+06,4,3.5,5990,5990
460000,3,2,1760,1760
370000,4,2.75,2200,1120
250000,4,1,1550,1550
1.10E+06,4,3.75,5070,5070
430000,2,2.25,1040,1040
1.09E+06,3,1.5,2560,1660
670000,3,1.75,1850,1850
461550,3,1.5,2090,1790
479990,3,2.5,2010,1390
643000,4,2.5,2518,2518
607000,3,2.75,2810,2040
625000,3,2.5,2600,2600
731100,3,2.5,2060,1160
859000,3,2.5,2920,2920
435000,4,2.5,2130,2130
465000,3,3,2290,1420
740000,3,1,1230,1230
740000,3,1.75,2020,2020
250000,3,2,1430,990
656000,2,2.5,2270,1820
300000,4,2.5,1910,1910
643000,3,1.5,1780,1780
311000,4,2.5,2690,2690
360000,3,1.75,1330,1330
475000,4,2.5,3060,1700
469950,3,3.25,1760,1760
240000,3,1.75,1570,1570
232000,2,1,960,810
350000,3,2,1680,1680
803000,2,1,1440,1440
355000,3,2.25,1960,1600
475000,4,2,1790,840
823000,3,2.5,2560,2560
395000,2,1.5,1010,1010
499000,4,3.75,2560,1900
420000,2,1.75,1200,800
961500,3,2.5,3910,3910
833000,4,1.75,2260,2260
479000,3,2.25,2110,2110
1.15E+06,4,2.5,3340,3340
267000,3,1,1400,1400
555000,4,1.75,1760,1760
490000,3,2.5,2010,2010
619000,4,2,2300,1550
569950,5,2.75,2510,1600
549000,3,2,1340,1340
422500,3,1.75,1560,1560
400000,4,3.5,3350,2140
692500,4,2.75,3710,3710
310000,4,2.5,2430,2430
499900,3,1.75,2430,1630
492000,3,2.25,2100,2100
460000,2,2.5,1880,1880
800000,3,2.5,1630,1630
832600,4,1,1640,1640
470000,4,2.75,2310,1670
542000,2,2,1930,1930
1.31E+06,4,4.5,4750,3600
308130,4,2.5,2300,1650
310000,2,1,1050,1050
235000,2,1,1500,1500
215000,3,1,1150,1150
210000,4,1.5,1920,1370
730000,4,2.75,3660,3660
245000,3,1.75,1720,1140
540000,3,2.25,2100,1470
299000,4,2.5,2400,2400
510000,3,2.5,2540,2540
198000,4,1.75,2080,1050
950000,5,3.25,3400,3400
300000,4,1.75,2200,2200
528000,5,1.75,2140,1200
507000,5,3.25,3850,3030
770000,4,3.25,4270,3060
255000,3,1.75,1340,1340
220000,1,1.5,1100,1100
690700,5,2.75,2870,2870
447000,2,1,1320,1320
755000,6,2,2150,1270
700000,4,1.5,2470,1480
250000,4,2.75,1910,1000
320000,3,2.5,2130,2130
565000,4,2.5,2240,2240
754300,5,2.75,1800,1680
650000,3,1.5,2160,1400
529888,4,2.5,3140,3140
432000,3,2.5,1920,1920
235000,3,1,1050,1050
994900,4,3.5,3695,3695
489000,4,2.5,3910,2710
800000,4,2.75,3010,3010
370000,4,1.5,1370,900
436000,4,2.75,2080,1240
395000,3,2.5,2250,2250
377691,5,1.75,2120,1320
370000,5,3,2220,2220
515000,3,2.5,1440,1440
169000,3,1,910,910
475000,3,1,1270,1270
420000,3,2.5,2480,2480
1.30E+06,6,2.75,2630,2510
822000,3,2,2410,1840
1.50E+06,4,2.75,2930,2310
485000,3,2.25,1570,1180
270000,4,1,1900,1200
300000,6,2.5,2590,1390
878000,4,2.5,3810,3810
590000,3,2.5,2290,2290
611900,1,2.25,1220,1220
240000,3,1.75,1100,1100
395000,4,2.5,2810,2810
169000,3,1,890,890
200500,3,2,1280,1280
308000,3,2.5,2320,2320
290256,3,2.25,1720,1720
279950,3,1.75,1530,1040
195000,3,1.75,1580,1580
630000,3,1,1360,1360
1.16E+06,4,3,2680,2680
478000,3,2.25,1640,1640
835000,3,2.25,2520,1700
639000,3,2.25,1400,1400
623000,4,2.75,2300,2300
220000,3,1.75,1900,1260
526000,3,2.25,2000,1250
243500,2,1,900,900
750000,4,2.5,2980,2890
329000,4,2,1850,1850
525000,4,1,1570,1570
190000,2,1,670,670
772650,4,2.5,2660,2660
355000,3,2.5,2110,2110
650000,3,1.75,1970,1570
678500,3,2.75,1210,1210
669950,4,2.5,2670,2670
850000,3,2.25,3000,3000
572000,3,2.75,2200,2200
492450,3,1.75,1540,1200
813000,3,1.75,2080,2080
710000,3,2,1780,1780
792500,3,1.5,1960,1330
285900,5,1.5,1690,1690
389000,3,2,2080,1250
675000,3,2.25,2070,1490
352000,2,0.75,760,760
1.05E+06,4,3.25,4020,4020
768500,4,1.75,3620,1820
500000,4,2,2330,1230
685000,3,2.5,1460,1460
648475,4,2.75,2250,1200
655000,6,5,2850,2850
895000,4,2.75,2640,1730
195000,3,1,1310,960
368000,4,2.5,2720,2720
997000,4,3.5,3430,3430
335000,3,2.75,1990,1340
250000,3,2,1170,1170
278500,3,1.75,1390,1390
260000,4,1.5,1540,1540
162500,2,1,760,760
239000,4,1,1280,1280
600000,4,2.5,2990,2990
350000,4,2.25,1770,1770
852500,5,3.75,3830,3830
485000,3,2.5,2870,2870
299000,3,1,1520,1520
227450,2,1,660,660
383000,3,1,1800,1200
835000,2,3.25,3570,2370
760000,5,1.5,3050,1920
532500,2,1,820,820
635000,3,2.5,3610,1950
438500,3,2,1490,770
545500,3,2.5,1560,1360
675000,3,1.75,1660,1660
450000,3,1.75,1180,760
199999,3,1,960,960
375000,3,1.5,1630,1630
600000,4,2.25,2260,2260
292600,3,1.5,1520,1520
1.04E+06,5,2.75,3050,1650
610000,3,1,1000,1000
397450,4,2.5,2650,2650
382000,3,2.25,1750,1270
370000,3,2.25,1770,1270
520000,3,2.25,1770,1270
260000,2,1,770,770
890000,4,2.5,3370,3370
344000,5,2,2130,1440
205000,3,1,1050,1050
379000,5,2.5,2803,2803
424240,3,2,2080,2080
589950,3,2,2080,2080
582000,4,1.75,2120,1190
349000,3,2.5,2550,2550
658000,3,1,1290,1290
294000,5,2.75,1790,1060
690000,5,3.5,2720,1860
600000,3,1,1040,1040
199990,3,1,840,840
220000,3,1.75,1650,1650
440000,4,2.25,2080,1460
439990,4,2.5,1540,1540
815000,4,2.5,3880,3880
535000,4,2.25,1860,1860
215000,3,1.75,1280,1280
605000,3,2.5,3200,2100
349900,3,2.5,2200,2200
495000,3,1,1570,1070
515100,3,2.5,2074,2074
620000,4,2.5,2450,2450
657500,4,2.25,2520,2520
250000,5,1.75,2190,1190
385000,5,1.75,2190,1190
307000,3,1.5,2320,2320
288000,3,2.5,1370,1090
226450,3,1.75,1730,1730
390000,3,2.5,1640,1110
350000,3,1,1300,1300
368000,3,1.5,1560,1060
469000,2,1,1120,730
865000,3,2.25,2670,2670
515000,5,2.5,3810,3810
410000,3,1.75,1440,1440
210000,4,1,1200,1200
460000,3,1.75,1520,820
241500,4,2.5,2500,1830
322200,4,2.25,2010,2010
279000,4,1,1210,1210
303000,2,1,1100,1100
420000,3,1.5,1050,800
249000,3,1.75,2120,1380
294950,3,1,1240,1240
1.32E+06,4,3.5,3460,2560
335000,3,1.75,1270,1270
1.16E+06,4,2.25,2980,2020
520000,2,1,1250,1250
560000,4,1.75,1740,1740
243400,4,1.5,1730,1730
405000,3,2,1240,1240
495000,2,1,1670,1670
350000,4,2.5,2140,2140
368500,5,2.75,2530,1520
99000,2,1,960,960
1.07E+06,4,3.75,4130,4130
430000,4,1.75,1710,1710
412500,3,1.5,1490,1490
1.12E+06,4,3.25,4750,4750
915000,4,2.5,3400,3400
535000,3,2.5,2210,2210
390000,3,1.5,1650,1130
499000,3,1.5,1260,780
375000,3,1,1960,1260
349000,4,2.5,1800,1800
635000,3,2.25,1940,1240
682000,4,2.75,2820,2820
321027,4,2.25,2820,1920
150000,2,1,720,720
410000,3,1.75,1640,1110
449950,3,2,1560,1560
194990,6,2.5,1560,1060
475000,4,1.75,1910,1210
530000,5,1.75,1570,1570
319950,4,2.5,2038,2038
210000,3,2.25,1720,1220
485000,3,2.75,1670,1670
774000,4,2.75,2830,2830
478000,4,2,1690,1210
385000,4,2.5,1620,1620
595000,4,2.5,2360,2360
285000,3,1.5,1480,1170
723000,4,2.5,2700,2700
279000,3,1.5,1780,1240
195000,3,1.5,1430,1430
625000,2,1,2160,1170
270000,3,1.75,1800,1800
559000,2,2,1930,1930
474000,4,2.25,1960,1330
303500,4,2.5,1920,1920
350000,3,1.75,1470,1470
367500,5,3,2980,1680
595000,5,3,2980,1680
589000,3,2,2360,2360
585000,3,1.75,1790,1790
482975,3,2.25,2130,1370
365500,4,2.5,2030,2030
570000,4,2,1790,1790
335000,3,2.5,2260,2260
767500,4,2,2350,1450
386591,3,2.5,1690,1150
279000,3,1,1320,1320
620000,4,2.5,2690,2690
407000,4,2.25,2810,1710
364250,3,2.5,2280,2280
399000,4,2.5,2870,2540
766950,3,2.5,3030,3030
710000,4,2.75,2940,2940
320000,3,1,1190,1190
300000,3,2.5,1800,1800
263000,3,1.75,1580,1180
445000,3,2.5,1730,1730
554000,3,2,1910,1910
335000,2,1.75,1000,940
307000,4,2.75,2520,1260
404000,3,1,1420,970
775000,4,3.5,3080,3080
220000,3,1,1060,1060
518000,4,2.5,2160,2160
1.60E+06,4,3.5,4060,4060
315000,1,2.25,1940,1100
572650,4,2.5,2250,2250
350000,2,1,1620,850
285000,2,1,920,920
231000,3,2.5,1370,1370
179000,3,1,920,920
244000,3,1.5,1360,1360
185850,3,1.5,1630,1630
610000,6,2.5,3610,3210
419000,4,2.5,3010,3010
779000,3,1.75,2320,1420
695000,5,3,3290,1870
319900,3,2.5,2040,2040
329000,3,2.75,1920,1320
475226,3,2.5,2120,2120
638000,3,2.5,2170,2170
440000,2,1.5,1330,900
214000,3,2,1580,800
600000,3,2.75,3580,2210
935000,4,2,2580,1850
630000,4,1.75,1930,1670
575000,3,2.5,2120,2120
345000,3,2.5,1990,1410
323000,4,1.75,1310,1310
425000,3,2.5,2670,2670
411000,2,2.25,1910,1010
299800,4,1.5,1530,1530
823000,6,1.75,2920,2780
200000,3,1,1010,1010
760000,4,1.75,2450,1630
359950,4,2.5,1820,1820
375000,4,2.5,2090,1470
295000,2,1.75,2200,1100
250000,4,3,2250,1570
497000,3,2.25,1450,1450
520000,4,2.5,2280,2280
365000,4,3.5,2720,2100
459900,3,2.25,2250,1460
158000,3,2,1090,940
294700,3,2,1970,1300
439950,4,2.25,2780,2780
899000,4,2.25,2290,1550
535000,3,1.75,2330,1390
530000,4,4.5,4060,4060
215000,4,2,1470,1470
290000,2,1,1620,920
798000,5,2.75,3220,3220
785000,4,2.5,3270,3270
433000,3,1.75,2160,1730
425000,2,1,1150,1010
654000,4,2.5,2240,1540
215000,3,1.5,1280,1280
232000,3,1,840,840
675000,3,1.75,1680,1680
665000,5,2.75,2330,1550
835000,4,2.5,3030,3030
525000,6,3,2880,2880
780000,3,2.75,2910,2010
844000,4,3.25,3090,3090
680000,4,2.75,2720,2720
290000,3,1.5,1310,1310
560000,2,1,1790,1360
605500,3,2.5,2830,2830
762500,4,2.5,3150,3150
1.74E+06,5,3.25,3930,2910
665000,6,2.75,2840,1420
540000,5,1,2480,1640
375000,3,2.5,1930,1330
342000,3,1,1260,720
340000,3,1,670,670
1.25E+06,5,3.25,3930,2540
693000,4,2.5,3160,3160
638500,4,1.75,1770,1770
805000,5,3,2240,2240
250000,3,1,990,990
325000,3,2.5,1580,1580
270000,4,1.75,1560,1560
880000,6,2.5,2640,1760
300000,2,1.75,2120,1440
290000,2,1,1200,1200
2.85E+06,4,4,5040,2870
259950,3,1,1460,1260
1.78E+06,4,3.25,4890,4890
299950,3,1,1580,1580
483000,3,2.25,2100,1330
890000,3,2.25,2060,2060
719000,3,2.5,1690,1690
785000,4,3,3370,1920
660000,3,2.5,2330,2330
264000,4,1.75,1820,1080
575000,3,1.75,1890,1890
1.22E+06,4,3.75,3820,3820
475000,3,2.5,2770,2770
845800,4,3.5,3020,3020
352500,3,1.75,1170,1170
347000,3,1,1270,1270
560000,4,2.75,1950,1950
323000,4,2.75,2230,1330
595000,3,1.75,2220,2220
257500,4,2,2060,1170
450000,3,1,1100,1100
410000,4,1,1140,900
810000,3,1.75,1980,1320
372500,5,3,2480,1300
325000,3,1,1050,1050
280000,3,1,1260,1260
258000,3,2,1680,880
329950,4,1,1360,1360
836000,4,2.5,2450,2030
365000,5,2.5,2260,2260
111300,2,1,1060,1060
864000,4,2.5,3720,3720
725000,3,1.75,1610,1610
550000,4,2.5,3350,2670
130000,2,1,790,790
765000,2,1.75,1660,990
255000,3,1.5,1420,1420
439500,3,2.5,2050,1570
268000,3,1.75,1250,1250
985000,3,1.75,1700,1700
751305,4,2.5,2660,2660
280000,3,1,1350,1350
304000,4,2,1810,1110
200000,4,2.75,2210,1730
325000,3,1.5,2120,1420
736000,3,2.25,2470,1540
426500,4,2.5,2700,2700
640000,2,1.75,1760,880
230000,5,2,1930,1930
366350,4,1,1680,1680
365000,2,1,1390,910
482000,4,2.25,2240,2240
345000,4,1,1980,1980
682000,3,1.75,1830,1830
657500,3,1.75,980,980
895000,6,2.5,3550,3550
425000,3,1.5,1660,920
532500,4,2.5,2490,2040
540000,4,2.5,2329,2329
578000,3,2.25,1790,1790
1.09E+06,3,3,2830,1840
322500,3,1,1160,1160
140000,3,1,1000,1000
485000,3,2.5,2540,1820
575000,2,1.5,1750,1440
421000,3,2.5,2890,2890
355000,4,2,1870,1200
515000,4,2.25,2200,2200
309000,3,1,1300,1300
815000,5,2.25,3410,2530
285000,3,1,1160,1160
700000,3,1.75,2100,2100
289000,3,2.5,1490,1490
458000,4,3,3280,3280
230000,3,1.75,1450,1450
432500,3,2.5,1930,1420
288000,3,1.75,1660,1040
354000,3,1.75,1260,1260
119500,3,1,1170,1170
805000,4,3,3350,2020
435000,3,2.5,1420,1420
260000,3,1.75,2170,1630
377000,4,1.75,1800,900
602000,4,2.5,2000,2000
530000,3,1.75,1660,960
525000,4,2,1540,770
250000,2,1.5,1160,890
681000,3,1,1700,1700
625000,3,1.75,1580,1580
448500,3,2.5,2080,2080
260000,3,2,1030,1030
538000,3,1.75,1770,1020
385500,3,2,1540,1120
428400,4,2.5,2650,2650
346290,4,2.75,2690,2690
587000,4,2.75,2210,2210
355000,4,2.5,2390,2390
650000,5,2.75,2580,1480
340000,4,2.5,2160,2160
565000,4,2.5,2230,1430
630000,4,2,2000,2000
227000,3,1,1280,1280
600000,4,2.75,2810,1640
540400,4,1.75,1680,1680
569000,3,2.5,2150,2150
735000,3,2.5,2820,2820
434000,3,2.25,1750,1210
578888,2,2,1060,1000
465425,4,2.75,2430,2430
280500,4,2.75,2660,1590
539950,2,2,1670,1670
406430,3,2,1380,1380
1.15E+06,4,3.75,4160,4160
250000,3,2.5,1790,1790
266000,3,2.5,1940,1460
258000,3,2,1390,1390
472000,3,2,2200,1200
530000,3,2.25,1264,1264
302282,2,1,1095,1095
370000,2,1,850,750
625000,4,2,1760,1170
142500,1,1,690,690
334000,3,1.75,1400,1400
362000,5,3,1810,1810
181000,2,1,1310,950
241500,3,1,1400,1400
245000,3,1.75,2350,1180
227500,3,1,1150,1150
158550,5,1.5,1710,1710
450000,3,2.25,1660,1130
485000,3,1.75,1950,1950
353000,4,1.75,1780,1780
500000,4,3,2450,2450
360000,1,2.25,2060,1560
357500,3,1.5,1540,1540
272000,3,2.5,1650,1650
422000,3,1,1160,1160
365000,2,2,1440,1440
450000,3,1.75,2150,1610
275053,2,1,1060,1060
1.88E+06,3,2.75,2620,2620
725000,3,1.75,1630,960
235000,3,1.75,1840,1500
510000,2,1,820,820
489950,2,1,820,820
463000,3,2.5,2010,2010
536000,4,2.25,1990,1990
375000,4,2.5,2990,2990
630000,4,2.5,2540,2540
362000,3,2.25,1640,1140
350000,4,2.75,2500,1490
1.69E+06,4,3.5,4020,4020
255000,3,2,1500,1390
269000,4,2.5,1594,1088
370000,4,3,2130,2130
270000,3,1,1130,1130
265000,3,2,1690,1690
487000,2,1,1440,960
835000,4,3.25,3270,3270
850000,4,3.25,4350,2200
575000,4,2.75,1610,1020
335000,3,1,950,950
318000,3,1,1010,1010
510000,3,2,1420,1420
242500,3,1.5,1200,1200
750000,5,2.25,2020,1010
439900,5,3.5,3390,3390
710000,2,1,1700,1460
2.40E+06,5,3.25,3410,2760
435000,3,1.75,2030,1630
874000,4,2.75,2860,1560
385000,4,1.75,1690,870
110000,2,1,760,760
477000,3,1.75,1780,1210
500000,3,2,1550,1550
885000,4,2.5,4090,4090
235000,2,1,880,880
210000,3,2.75,1320,880
320000,2,1,950,950
406000,3,1.75,1390,1390
350000,3,1.75,1900,1220
350000,2,0.75,1392,1392
720000,4,2.5,3340,3340
604700,4,2.75,2750,1720
343000,3,1,1400,1400
558000,3,2.25,2220,1280
364000,4,1,1210,1210
420000,3,1.75,2390,1290
450000,5,2,1870,1870
392000,2,1.5,940,810
100000,4,1,1120,860
480000,3,2.5,1250,1250
212000,3,1.5,1060,1060
560000,5,2.5,2410,1600
359950,5,2.75,2844,2844
535000,4,2.5,2200,1330
980000,5,4,3460,2830
720000,2,1,1580,1580
619950,2,1,1520,920
489000,3,2.5,2260,2260
415000,4,2,1800,1000
672500,4,2.5,2650,2650
352500,3,1,1000,1000
258750,4,2,2300,1150
350000,3,1,1080,1080
152000,3,1,902,902
378500,2,1,730,730
1.02E+06,4,1.75,2600,2600
419000,3,1.5,1570,1570
895000,5,3,2876,1970
668500,4,2.25,2290,1780
487000,2,2.5,1470,1470
538000,3,3.5,2620,1970
898000,5,1.5,2680,1450
315000,4,2,2020,2020
800000,3,2.5,2100,2100
516130,3,1.75,1510,1510
1.60E+06,3,2.5,2850,1790
1.20E+06,4,2.5,4280,3400
355425,4,2.5,3238,1678
1.16E+06,3,2.5,2740,2740
689000,4,2.5,2020,2020
500000,3,3.25,1520,1520
430000,5,2.5,3860,2300
299500,4,2.25,1600,1080
349950,4,2.5,2090,2090
1.42E+06,5,3.25,4020,3120
998000,4,2.25,2910,2910
329000,3,1,900,900
575000,3,1.75,1720,1720
529900,5,2.25,3030,2600
1.47E+06,4,2.5,3030,2380
725000,4,1.75,2190,1450
286000,3,2.5,1680,1680
335000,3,2,1210,1210
395300,3,1.5,1120,1120
510000,4,2.75,3180,3020
203000,3,1,920,920
248000,2,1,700,700
265000,3,2.25,2540,2540
1.00E+06,4,1.5,2100,2100
1.00E+06,3,1,1540,1540
241400,3,2,1420,1420
309950,4,1.75,1450,1450
294010,3,1.75,1550,830
345000,3,2.25,1920,1920
625000,3,2.25,1920,1920
660000,4,2.5,2510,2510
559000,2,2,1660,1660
866000,4,3.25,3990,3990
770000,3,2,2350,1810
259950,3,1.5,1350,1350
352000,5,2.75,2980,1710
2.47E+06,5,4.75,6390,4560
395000,3,2,1590,1590
276500,4,1.75,1400,1400
530000,3,2.25,1880,1880
798000,4,3.25,3500,3500
380000,2,2,1370,1370
350000,4,2.5,2810,2810
325000,3,2.5,2220,2220
336000,3,2.5,2110,2110
286900,3,2.25,1720,1440
472000,5,2.25,1780,1330
263000,3,1.75,1410,1410
565000,3,3,2110,1110
765000,3,2.5,2700,2700
1.52E+06,3,2.25,2610,2610
405000,3,2,1660,830
1.10E+06,4,3.5,4570,4570
555000,3,3,3760,2640
305000,3,2.5,1610,1610
289950,3,2.25,1740,1390
487500,5,3.5,3530,2380
